thickness_m,thinning_rate,distance_m,formation,environment,environment_numeric,lithology_numeric,confinement_numeric,log10thickness_m,log10thinning_rate,log10distance_m,lithology,confinement
0.1133,1.05E-06,50065.88138,Marnoso Arenacea,Basin Plain,0,1,2,-0.94577009,-5.979382563,4.699541866,sand,Unconfined Distal
0.1133,2.85E-06,54749.01575,Marnoso Arenacea,Basin Plain,0,1,2,-0.94577009,-5.544695287,4.738376316,sand,Unconfined Distal
0.0986,2.13E-05,4716.207349,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-4.672291958,3.673592891,sand,Unconfined Distal
0.0986,5.01E-06,8618.819321,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-5.29996403,3.935447777,sand,Unconfined Distal
0.0986,7.63E-07,14155.23664,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-6.117493379,4.150917134,sand,Unconfined Distal
0.0986,1.88E-06,17938.78588,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-5.726163145,4.253793046,sand,Unconfined Distal
0.0986,5.01E-07,22542.54509,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-6.299924503,4.353002947,sand,Unconfined Distal
0.0986,3.67E-06,26928.02261,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-5.435447519,4.430204463,sand,Unconfined Distal
0.0986,6.02E-06,29706.15316,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-5.220236075,4.472846416,sand,Unconfined Distal
0.0986,5.15E-07,32986.99306,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-6.287893808,4.518342729,sand,Unconfined Distal
0.0986,1.17E-06,34812.62171,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-5.931076568,4.541736731,sand,Unconfined Distal
0.0986,1.37E-06,37451.84574,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-5.864203265,4.573473226,sand,Unconfined Distal
0.0986,1.30E-07,42168.05309,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-6.88462086,4.62498355,sand,Unconfined Distal
0.0986,1.40E-06,47843.37694,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-5.852452553,4.679821826,sand,Unconfined Distal
0.0986,3.25E-06,52526.5113,Marnoso Arenacea,Basin Plain,0,1,2,-1.006123085,-5.487636494,4.720378557,sand,Unconfined Distal
0.1989,1.46E-05,3902.611972,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-4.834719264,3.591355372,sand,Unconfined Distal
0.1989,9.48E-06,9439.029295,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-5.023104299,3.974927334,sand,Unconfined Distal
0.1989,1.01E-05,13222.57853,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-4.994211357,4.121316155,sand,Unconfined Distal
0.1989,4.99E-06,17826.33774,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-5.301672124,4.25106213,sand,Unconfined Distal
0.1989,6.75E-08,22211.81526,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-7.170492794,4.346584053,sand,Unconfined Distal
0.1989,3.15E-06,24989.94581,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-5.502342768,4.397765314,sand,Unconfined Distal
0.1989,2.95E-06,28270.78571,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-5.530692877,4.451337879,sand,Unconfined Distal
0.1989,1.98E-06,30096.41436,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-5.703997792,4.478514757,sand,Unconfined Distal
0.1989,1.50E-06,32735.63839,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-5.823939323,4.515020815,sand,Unconfined Distal
0.1989,2.53E-06,37451.84574,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-5.596664889,4.573473226,sand,Unconfined Distal
0.1989,7.67E-07,43127.16959,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-6.114922963,4.634750957,sand,Unconfined Distal
0.1989,1.48E-06,47810.30395,Marnoso Arenacea,Basin Plain,0,1,2,-0.701365217,-5.830716804,4.679521505,sand,Unconfined Distal
0.1418,5.85E-06,5536.417323,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-5.232683809,3.743228819,sand,Unconfined Distal
0.1418,8.25E-06,9319.966557,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-5.083488014,3.969414354,sand,Unconfined Distal
0.1418,2.29E-06,13923.72576,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-5.639964778,4.143755461,sand,Unconfined Distal
0.1418,3.04E-06,18309.20329,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-5.517594655,4.262669447,sand,Unconfined Distal
0.1418,6.44E-06,21087.33384,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-5.191441826,4.324021674,sand,Unconfined Distal
0.1418,1.08E-06,24368.17374,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-5.968521691,4.386822982,sand,Unconfined Distal
0.1418,9.16E-08,26193.80239,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-7.037987305,4.418198547,sand,Unconfined Distal
0.1418,2.77E-07,28833.02642,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-6.556800243,4.45989023,sand,Unconfined Distal
0.1418,1.12E-06,33549.23377,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-5.949341256,4.525682606,sand,Unconfined Distal
0.1418,6.12E-07,39224.55762,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-6.213346812,4.593558054,sand,Unconfined Distal
0.1418,2.91E-06,43907.69198,Marnoso Arenacea,Basin Plain,0,1,2,-0.848323769,-5.536349712,4.642540609,sand,Unconfined Distal
0.1094,1.18E-05,3783.549234,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-4.929539379,3.57789939,sand,Unconfined Distal
0.1094,5.96E-08,8387.308441,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-7.22465261,3.923622614,sand,Unconfined Distal
0.1094,6.89E-06,12772.78596,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-5.161802962,4.106285635,sand,Unconfined Distal
0.1094,1.08E-05,15550.91652,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-4.966188277,4.19175599,sand,Unconfined Distal
0.1094,3.29E-07,18831.75641,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-6.482499138,4.274890828,sand,Unconfined Distal
0.1094,1.45E-06,20657.38506,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-5.83795409,4.315075345,sand,Unconfined Distal
0.1094,1.73E-06,23296.60909,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-5.760911347,4.367292712,sand,Unconfined Distal
0.1094,1.89E-07,28012.81644,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-6.723080906,4.447356776,sand,Unconfined Distal
0.1094,1.67E-06,33688.14029,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-5.776197933,4.527477037,sand,Unconfined Distal
0.1094,4.17E-06,38371.27466,Marnoso Arenacea,Basin Plain,0,1,2,-0.960982678,-5.379614894,4.584006226,sand,Unconfined Distal
0.0649,9.77E-06,4603.759208,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-5.009900087,3.6631126,sand,Unconfined Distal
0.0649,1.47E-05,8989.236729,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-4.831506939,3.953722818,sand,Unconfined Distal
0.0649,1.81E-05,11767.36728,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-4.743116049,4.070679309,sand,Unconfined Distal
0.0649,3.37E-06,15048.20718,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-5.472476803,4.177484762,sand,Unconfined Distal
0.0649,4.42E-06,16873.83583,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-5.355057547,4.227213819,sand,Unconfined Distal
0.0649,4.35E-06,19513.05986,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-5.361417687,4.290325377,sand,Unconfined Distal
0.0649,1.62E-06,24229.26721,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-5.791054212,4.38434028,sand,Unconfined Distal
0.0649,3.37E-06,29904.59106,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-5.471846702,4.475737868,sand,Unconfined Distal
0.0649,5.92E-06,34587.72543,Marnoso Arenacea,Basin Plain,0,1,2,-1.187755303,-5.228016373,4.538922003,sand,Unconfined Distal
0.1099,2.00E-05,4385.477521,Marnoso Arenacea,Basin Plain,0,1,2,-0.959002308,-4.700008836,3.642016889,sand,Unconfined Distal
0.1099,2.34E-05,7163.608077,Marnoso Arenacea,Basin Plain,0,1,2,-0.959002308,-4.630857803,3.855131817,sand,Unconfined Distal
0.1099,5.46E-07,10444.44797,Marnoso Arenacea,Basin Plain,0,1,2,-0.959002308,-6.263010635,4.018885491,sand,Unconfined Distal
0.1099,2.40E-06,12270.07662,Marnoso Arenacea,Basin Plain,0,1,2,-0.959002308,-5.619025259,4.088847275,sand,Unconfined Distal
0.1099,2.68E-06,14909.30065,Marnoso Arenacea,Basin Plain,0,1,2,-0.959002308,-5.572484377,4.173457273,sand,Unconfined Distal
0.1099,2.96E-07,19625.508,Marnoso Arenacea,Basin Plain,0,1,2,-0.959002308,-6.529392914,4.292820907,sand,Unconfined Distal
0.1099,2.21E-06,25300.83185,Marnoso Arenacea,Basin Plain,0,1,2,-0.959002308,-5.655722992,4.4031348,sand,Unconfined Distal
0.1099,5.32E-06,29983.96622,Marnoso Arenacea,Basin Plain,0,1,2,-0.959002308,-5.273856193,4.47688908,sand,Unconfined Distal
0.1974,2.88E-05,2778.130556,Marnoso Arenacea,Basin Plain,0,1,2,-0.704652852,-4.540120135,3.443752651,sand,Unconfined Distal
0.1974,1.35E-05,6058.970451,Marnoso Arenacea,Basin Plain,0,1,2,-0.704652852,-4.869645531,3.782398835,sand,Unconfined Distal
0.1974,7.36E-06,7884.599102,Marnoso Arenacea,Basin Plain,0,1,2,-0.704652852,-5.133351623,3.896779616,sand,Unconfined Distal
0.1974,4.52E-06,10523.82313,Marnoso Arenacea,Basin Plain,0,1,2,-0.704652852,-5.344566588,4.02217354,sand,Unconfined Distal
0.1974,6.12E-06,15240.03048,Marnoso Arenacea,Basin Plain,0,1,2,-0.704652852,-5.213104192,4.182985836,sand,Unconfined Distal
0.1974,1.51E-06,20915.35433,Marnoso Arenacea,Basin Plain,0,1,2,-0.704652852,-5.820778144,4.320465226,sand,Unconfined Distal
0.1974,2.82E-06,25598.4887,Marnoso Arenacea,Basin Plain,0,1,2,-0.704652852,-5.550279061,4.408214326,sand,Unconfined Distal
0.2775,4.93E-05,3280.839895,Marnoso Arenacea,Basin Plain,0,1,2,-0.556737013,-4.306738189,3.515985037,sand,Unconfined Distal
0.2775,2.70E-05,5106.468546,Marnoso Arenacea,Basin Plain,0,1,2,-0.556737013,-4.567926983,3.708120661,sand,Unconfined Distal
0.2775,1.65E-05,7745.692575,Marnoso Arenacea,Basin Plain,0,1,2,-0.556737013,-4.782869359,3.889060256,sand,Unconfined Distal
0.2775,1.39E-05,12461.89992,Marnoso Arenacea,Basin Plain,0,1,2,-0.556737013,-4.856535166,4.095584259,sand,Unconfined Distal
0.2775,6.16E-06,18137.22377,Marnoso Arenacea,Basin Plain,0,1,2,-0.556737013,-5.210517638,4.258570811,sand,Unconfined Distal
0.2775,3.51E-07,22820.35814,Marnoso Arenacea,Basin Plain,0,1,2,-0.556737013,-6.455232469,4.358322456,sand,Unconfined Distal
0.1156,1.30E-05,1825.628651,Marnoso Arenacea,Basin Plain,0,1,2,-0.937042166,-4.884835486,3.261412443,sand,Unconfined Distal
0.1156,7.66E-06,4464.85268,Marnoso Arenacea,Basin Plain,0,1,2,-0.937042166,-5.115781028,3.649807134,sand,Unconfined Distal
0.1156,1.25E-06,9181.060029,Marnoso Arenacea,Basin Plain,0,1,2,-0.937042166,-5.902194987,3.962892827,sand,Unconfined Distal
0.1156,3.38E-06,14856.38388,Marnoso Arenacea,Basin Plain,0,1,2,-0.937042166,-5.471209396,4.171913113,sand,Unconfined Distal
0.1156,7.88E-06,19539.51825,Marnoso Arenacea,Basin Plain,0,1,2,-0.937042166,-5.103675232,4.290913852,sand,Unconfined Distal
0.1394,3.94E-06,2639.224028,Marnoso Arenacea,Basin Plain,0,1,2,-0.855737226,-5.404442917,3.421476257,sand,Unconfined Distal
0.1394,4.80E-06,7355.431378,Marnoso Arenacea,Basin Plain,0,1,2,-0.855737226,-5.318833443,3.866608148,sand,Unconfined Distal
0.1394,2.03E-06,13030.75523,Marnoso Arenacea,Basin Plain,0,1,2,-0.855737226,-5.69336566,4.114969587,sand,Unconfined Distal
0.1394,7.34E-06,17713.88959,Marnoso Arenacea,Basin Plain,0,1,2,-0.855737226,-5.134036637,4.248313934,sand,Unconfined Distal
0.1498,9.69E-06,4716.207349,Marnoso Arenacea,Basin Plain,0,1,2,-0.824488187,-5.013676691,3.673592891,sand,Unconfined Distal
0.1498,1.54E-06,10391.5312,Marnoso Arenacea,Basin Plain,0,1,2,-0.824488187,-5.812559563,4.016679546,sand,Unconfined Distal
0.1498,7.94E-06,15074.66557,Marnoso Arenacea,Basin Plain,0,1,2,-0.824488187,-5.100153536,4.178247686,sand,Unconfined Distal
0.1041,1.09E-05,5675.323851,Marnoso Arenacea,Basin Plain,0,1,2,-0.982549271,-4.963705485,3.753990649,sand,Unconfined Distal
0.1041,1.60E-05,10358.45822,Marnoso Arenacea,Basin Plain,0,1,2,-0.982549271,-4.796759613,4.015295119,sand,Unconfined Distal
0.1658,2.21E-05,4683.134366,Marnoso Arenacea,Basin Plain,0,1,2,-0.780415474,-4.654757862,3.670536619,sand,Unconfined Distal
0.9136,0.000172958,2222.504445,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-3.762059259,3.346842638,mud,Unconfined Distal
0.9136,3.76E-05,6938.711794,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.42480477,3.841278849,mud,Unconfined Distal
0.9136,2.06E-05,10841.32377,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.686582744,4.035082314,mud,Unconfined Distal
0.9136,5.62E-06,16377.74109,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-5.249994371,4.214254001,mud,Unconfined Distal
0.9136,1.22E-05,20161.29032,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.914643765,4.304518324,mud,Unconfined Distal
0.9136,2.72E-05,24765.04953,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.564921639,4.393839201,mud,Unconfined Distal
0.9136,3.71E-05,29150.52705,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.430499434,4.464646411,mud,Unconfined Distal
0.9136,2.21E-05,31928.65761,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.654761246,4.50418066,mud,Unconfined Distal
0.9136,3.39E-06,35209.4975,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-5.469291922,4.546659827,mud,Unconfined Distal
0.9136,1.47E-05,37035.12615,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.833174625,4.568613828,mud,Unconfined Distal
0.9136,1.43E-05,39674.35018,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.84515661,4.598509822,mud,Unconfined Distal
0.9136,1.28E-05,44390.55753,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-4.892254666,4.6472906,mud,Unconfined Distal
0.9136,8.68E-06,50065.88138,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-5.061652049,4.699541866,mud,Unconfined Distal
0.9136,7.48E-06,54749.01575,Marnoso Arenacea,Basin Plain,0,0,2,-0.039243909,-5.126228478,4.738376316,mud,Unconfined Distal
0.5292,2.62E-05,4716.207349,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.581925933,3.673592891,mud,Unconfined Distal
0.5292,1.87E-05,8618.819321,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.727813409,3.935447777,mud,Unconfined Distal
0.5292,3.37E-05,14155.23664,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.472854229,4.150917134,mud,Unconfined Distal
0.5292,3.51E-05,17938.78588,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.45459039,4.253793046,mud,Unconfined Distal
0.5292,4.70E-05,22542.54509,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.328189014,4.353002947,mud,Unconfined Distal
0.5292,5.44E-05,26928.02261,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.264011248,4.430204463,mud,Unconfined Distal
0.5292,3.67E-05,29706.15316,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.434862466,4.472846416,mud,Unconfined Distal
0.5292,1.53E-05,32986.99306,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.815998371,4.518342729,mud,Unconfined Distal
0.5292,2.67E-05,34812.62171,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.574095167,4.541736731,mud,Unconfined Distal
0.5292,2.54E-05,37451.84574,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.595247044,4.573473226,mud,Unconfined Distal
0.5292,2.26E-05,42168.05309,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.645753957,4.62498355,mud,Unconfined Distal
0.5292,1.71E-05,47843.37694,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.766643992,4.679821826,mud,Unconfined Distal
0.5292,1.51E-05,52526.5113,Marnoso Arenacea,Basin Plain,0,0,2,-0.276380165,-4.820667462,4.720378557,mud,Unconfined Distal
0.6527,9.69E-06,3902.611972,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-5.013863573,3.591355372,mud,Unconfined Distal
0.6527,3.74E-05,9439.029295,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.427152629,3.974927334,mud,Unconfined Distal
0.6527,3.83E-05,13222.57853,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.416908228,4.121316155,mud,Unconfined Distal
0.6527,5.25E-05,17826.33774,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.280111196,4.25106213,mud,Unconfined Distal
0.6527,6.04E-05,22211.81526,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.218605064,4.346584053,mud,Unconfined Distal
0.6527,3.87E-05,24989.94581,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.411934825,4.397765314,mud,Unconfined Distal
0.6527,1.35E-05,28270.78571,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.87109737,4.451337879,mud,Unconfined Distal
0.6527,2.67E-05,30096.41436,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.572880756,4.478514757,mud,Unconfined Distal
0.6527,2.53E-05,32735.63839,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.597200333,4.515020815,mud,Unconfined Distal
0.6527,2.22E-05,37451.84574,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.654499795,4.573473226,mud,Unconfined Distal
0.6527,1.61E-05,43127.16959,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.792578727,4.634750957,mud,Unconfined Distal
0.6527,1.40E-05,47810.30395,Marnoso Arenacea,Basin Plain,0,0,2,-0.185286387,-4.853252285,4.679521505,mud,Unconfined Distal
0.6905,5.69E-05,5536.417323,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.24464261,3.743228819,mud,Unconfined Distal
0.6905,5.03E-05,9319.966557,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.298704759,3.969414354,mud,Unconfined Distal
0.6905,6.45E-05,13923.72576,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.190721004,4.143755461,mud,Unconfined Distal
0.6905,7.13E-05,18309.20329,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.147092215,4.262669447,mud,Unconfined Distal
0.6905,4.41E-05,21087.33384,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.355492029,4.324021674,mud,Unconfined Distal
0.6905,1.41E-05,24368.17374,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.852035624,4.386822982,mud,Unconfined Distal
0.6905,2.93E-05,26193.80239,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.533459809,4.418198547,mud,Unconfined Distal
0.6905,2.74E-05,28833.02642,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.5623731,4.45989023,mud,Unconfined Distal
0.6905,2.36E-05,33549.23377,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.626957424,4.525682606,mud,Unconfined Distal
0.6905,1.68E-05,39224.55762,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.775662297,4.593558054,mud,Unconfined Distal
0.6905,1.44E-05,43907.69198,Marnoso Arenacea,Basin Plain,0,0,2,-0.160836317,-4.841480079,4.642540609,mud,Unconfined Distal
1.0057,4.05E-05,3783.549234,Marnoso Arenacea,Basin Plain,0,0,2,0.00246845,-4.392357235,3.57789939,mud,Unconfined Distal
