thickness_m,thinning_rate,distance_m,formation,environment,environment_numeric,lithology_numeric,confinement_numeric,log10thickness_m,log10thinning_rate,log10distance_m,lithology,confinement
1.0057,1.45E-06,18831.75641,Marnoso Arenacea,Basin Plain,0,0,2,0.00246845,-5.837140265,4.274890828,mud,Unconfined Distal
1.0057,2.19E-05,20657.38506,Marnoso Arenacea,Basin Plain,0,0,2,0.00246845,-4.660225255,4.315075345,mud,Unconfined Distal
1.0057,2.04E-05,23296.60909,Marnoso Arenacea,Basin Plain,0,0,2,0.00246845,-4.690964979,4.367292712,mud,Unconfined Distal
1.0057,1.70E-05,28012.81644,Marnoso Arenacea,Basin Plain,0,0,2,0.00246845,-4.769020529,4.447356776,mud,Unconfined Distal
1.0057,1.02E-05,33688.14029,Marnoso Arenacea,Basin Plain,0,0,2,0.00246845,-4.993070138,4.527477037,mud,Unconfined Distal
1.0057,8.27E-06,38371.27466,Marnoso Arenacea,Basin Plain,0,0,2,0.00246845,-5.082536154,4.584006226,mud,Unconfined Distal
1.159,9.32E-05,4603.759208,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-4.030655308,3.6631126,mud,Unconfined Distal
1.159,9.30E-05,8989.236729,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-4.031308793,3.953722818,mud,Unconfined Distal
1.159,3.92E-05,11767.36728,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-4.406413509,4.070679309,mud,Unconfined Distal
1.159,8.37E-06,15048.20718,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-5.077459032,4.177484762,mud,Unconfined Distal
1.159,1.77E-05,16873.83583,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-4.752415001,4.227213819,mud,Unconfined Distal
1.159,1.65E-05,19513.05986,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-4.783414651,4.290325377,mud,Unconfined Distal
1.159,1.34E-05,24229.26721,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-4.874465995,4.38434028,mud,Unconfined Distal
1.159,6.32E-06,29904.59106,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-5.199276064,4.475737868,mud,Unconfined Distal
1.159,4.74E-06,34587.72543,Marnoso Arenacea,Basin Plain,0,0,2,0.064083436,-5.324078155,4.538922003,mud,Unconfined Distal
1.588,9.29E-05,4385.477521,Marnoso Arenacea,Basin Plain,0,0,2,0.200850498,-4.031995865,3.642016889,mud,Unconfined Distal
1.588,4.55E-06,7163.608077,Marnoso Arenacea,Basin Plain,0,0,2,0.200850498,-5.341914217,3.855131817,mud,Unconfined Distal
1.588,5.31E-05,10444.44797,Marnoso Arenacea,Basin Plain,0,0,2,0.200850498,-4.274670766,4.018885491,mud,Unconfined Distal
1.588,1.06E-05,12270.07662,Marnoso Arenacea,Basin Plain,0,0,2,0.200850498,-4.972904098,4.088847275,mud,Unconfined Distal
1.588,7.22E-06,14909.30065,Marnoso Arenacea,Basin Plain,0,0,2,0.200850498,-5.141241569,4.173457273,mud,Unconfined Distal
1.588,5.38E-06,19625.508,Marnoso Arenacea,Basin Plain,0,0,2,0.200850498,-5.269568448,4.292820907,mud,Unconfined Distal
1.588,9.49E-06,25300.83185,Marnoso Arenacea,Basin Plain,0,0,2,0.200850498,-5.022923559,4.4031348,mud,Unconfined Distal
1.588,8.84E-06,29983.96622,Marnoso Arenacea,Basin Plain,0,0,2,0.200850498,-5.053643206,4.47688908,mud,Unconfined Distal
1.9954,0.000134911,2778.130556,Marnoso Arenacea,Basin Plain,0,0,2,0.300029968,-3.869953069,3.443752651,mud,Unconfined Distal
1.9954,0.000158822,6058.970451,Marnoso Arenacea,Basin Plain,0,0,2,0.300029968,-3.799088349,3.782398835,mud,Unconfined Distal
1.9954,6.82E-05,7884.599102,Marnoso Arenacea,Basin Plain,0,0,2,0.300029968,-4.165997341,3.896779616,mud,Unconfined Distal
1.9954,4.89E-05,10523.82313,Marnoso Arenacea,Basin Plain,0,0,2,0.300029968,-4.310281991,4.02217354,mud,Unconfined Distal
1.9954,3.37E-05,15240.03048,Marnoso Arenacea,Basin Plain,0,0,2,0.300029968,-4.472953137,4.182985836,mud,Unconfined Distal
1.9954,3.10E-05,20915.35433,Marnoso Arenacea,Basin Plain,0,0,2,0.300029968,-4.509292531,4.320465226,mud,Unconfined Distal
1.9954,2.63E-05,25598.4887,Marnoso Arenacea,Basin Plain,0,0,2,0.300029968,-4.580586621,4.408214326,mud,Unconfined Distal
1.6206,0.00017907,3280.839895,Marnoso Arenacea,Basin Plain,0,0,2,0.209675835,-3.746977166,3.515985037,mud,Unconfined Distal
1.6206,3.20E-05,5106.468546,Marnoso Arenacea,Basin Plain,0,0,2,0.209675835,-4.495400507,3.708120661,mud,Unconfined Distal
1.6206,1.81E-05,7745.692575,Marnoso Arenacea,Basin Plain,0,0,2,0.209675835,-4.742002585,3.889060256,mud,Unconfined Distal
1.6206,1.11E-05,12461.89992,Marnoso Arenacea,Basin Plain,0,0,2,0.209675835,-4.955390581,4.095584259,mud,Unconfined Distal
1.6206,1.50E-05,18137.22377,Marnoso Arenacea,Basin Plain,0,0,2,0.209675835,-4.82304496,4.258570811,mud,Unconfined Distal
1.6206,1.30E-05,22820.35814,Marnoso Arenacea,Basin Plain,0,0,2,0.209675835,-4.884689529,4.358322456,mud,Unconfined Distal
1.0331,0.000232413,1825.628651,Marnoso Arenacea,Basin Plain,0,0,2,0.014142362,-3.633739411,3.261412443,mud,Unconfined Distal
1.0331,0.00010016,4464.85268,Marnoso Arenacea,Basin Plain,0,0,2,0.014142362,-3.999305339,3.649807134,mud,Unconfined Distal
1.0331,4.89E-05,9181.060029,Marnoso Arenacea,Basin Plain,0,0,2,0.014142362,-4.310259759,3.962892827,mud,Unconfined Distal
1.0331,2.12E-05,14856.38388,Marnoso Arenacea,Basin Plain,0,0,2,0.014142362,-4.673740452,4.171913113,mud,Unconfined Distal
1.0331,1.48E-05,19539.51825,Marnoso Arenacea,Basin Plain,0,0,2,0.014142362,-4.828665636,4.290913852,mud,Unconfined Distal
1.4574,8.68E-06,2639.224028,Marnoso Arenacea,Basin Plain,0,0,2,0.163578765,-5.061640774,3.421476257,mud,Unconfined Distal
1.4574,3.41E-06,7355.431378,Marnoso Arenacea,Basin Plain,0,0,2,0.163578765,-5.466934427,3.866608148,mud,Unconfined Distal
1.4574,8.40E-06,13030.75523,Marnoso Arenacea,Basin Plain,0,0,2,0.163578765,-5.075952265,4.114969587,mud,Unconfined Distal
1.4574,7.59E-06,17713.88959,Marnoso Arenacea,Basin Plain,0,0,2,0.163578765,-5.119914665,4.248313934,mud,Unconfined Distal
1.4803,4.66E-07,4716.207349,Marnoso Arenacea,Basin Plain,0,0,2,0.170349739,-6.33117021,3.673592891,mud,Unconfined Distal
1.4803,1.27E-05,10391.5312,Marnoso Arenacea,Basin Plain,0,0,2,0.170349739,-4.895119702,4.016679546,mud,Unconfined Distal
1.4803,1.04E-05,15074.66557,Marnoso Arenacea,Basin Plain,0,0,2,0.170349739,-4.981518963,4.178247686,mud,Unconfined Distal
1.4825,2.37E-05,5675.323851,Marnoso Arenacea,Basin Plain,0,0,2,0.170994702,-4.625268364,3.753990649,mud,Unconfined Distal
1.4825,1.54E-05,10358.45822,Marnoso Arenacea,Basin Plain,0,0,2,0.170994702,-4.812534431,4.015295119,mud,Unconfined Distal
1.348,5.34E-06,4683.134366,Marnoso Arenacea,Basin Plain,0,0,2,0.129689892,-5.27259661,3.670536619,mud,Unconfined Distal
0.4692,1.88E-05,2222.504445,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-4.726706583,3.346842638,sand,Unconfined Distal
0.4692,5.84E-06,6938.711794,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.233823826,3.841278849,sand,Unconfined Distal
0.4692,1.77E-06,10841.32377,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.751781086,4.035082314,sand,Unconfined Distal
0.4692,6.01E-06,16377.74109,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.220817771,4.214254001,sand,Unconfined Distal
0.4692,5.00E-06,20161.29032,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.301057791,4.304518324,sand,Unconfined Distal
0.4692,2.26E-07,24765.04953,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-6.645651174,4.393839201,sand,Unconfined Distal
0.4692,6.71E-06,29150.52705,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.17349965,4.464646411,sand,Unconfined Distal
0.4692,9.38E-06,31928.65761,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.027783833,4.50418066,sand,Unconfined Distal
0.4692,3.03E-06,35209.4975,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.518088574,4.546659827,sand,Unconfined Distal
0.4692,3.94E-06,37035.12615,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.404558536,4.568613828,sand,Unconfined Distal
0.4692,4.07E-06,39674.35018,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.390875455,4.598509822,sand,Unconfined Distal
0.4692,3.78E-06,44390.55753,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.421981318,4.6472906,sand,Unconfined Distal
0.4692,4.73E-06,50065.88138,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.32479352,4.699541866,sand,Unconfined Distal
0.4692,4.66E-06,54749.01575,Marnoso Arenacea,Basin Plain,0,1,2,-0.328641997,-5.332006481,4.738376316,sand,Unconfined Distal
0.4275,1.74E-05,4716.207349,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-4.758721073,3.673592891,sand,Unconfined Distal
0.4275,7.07E-06,8618.819321,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.150830484,3.935447777,sand,Unconfined Distal
0.4275,4.01E-06,14155.23664,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.396568798,4.150917134,sand,Unconfined Distal
0.4275,7.94E-06,17938.78588,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.099978182,4.253793046,sand,Unconfined Distal
0.4275,1.60E-06,22542.54509,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.795495745,4.353002947,sand,Unconfined Distal
0.4275,5.71E-06,26928.02261,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.243248128,4.430204463,sand,Unconfined Distal
0.4275,8.68E-06,29706.15316,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.061563503,4.472846416,sand,Unconfined Distal
0.4275,1.97E-06,32986.99306,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.70476174,4.518342729,sand,Unconfined Distal
0.4275,2.99E-06,34812.62171,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.523869012,4.541736731,sand,Unconfined Distal
0.4275,3.19E-06,37451.84574,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.495742046,4.573473226,sand,Unconfined Distal
0.4275,3.00E-06,42168.05309,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.523580199,4.62498355,sand,Unconfined Distal
0.4275,4.08E-06,47843.37694,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.389119583,4.679821826,sand,Unconfined Distal
0.4275,4.06E-06,52526.5113,Marnoso Arenacea,Basin Plain,0,1,2,-0.369063881,-5.391591357,4.720378557,sand,Unconfined Distal
0.5097,5.46E-06,3902.611972,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.262975769,3.591355372,sand,Unconfined Distal
0.5097,1.47E-05,9439.029295,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-4.831912534,3.974927334,sand,Unconfined Distal
0.5097,4.56E-06,13222.57853,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.340998843,4.121316155,sand,Unconfined Distal
0.5097,2.59E-06,17826.33774,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.587361205,4.25106213,sand,Unconfined Distal
0.5097,1.06E-05,22211.81526,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-4.97367205,4.346584053,sand,Unconfined Distal
0.5097,1.36E-05,24989.94581,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-4.866286397,4.397765314,sand,Unconfined Distal
0.5097,5.21E-06,28270.78571,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.283135132,4.451337879,sand,Unconfined Distal
0.5097,6.19E-06,30096.41436,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.208068849,4.478514757,sand,Unconfined Distal
0.5097,6.16E-06,32735.63839,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.210099653,4.515020815,sand,Unconfined Distal
0.5097,5.57E-06,37451.84574,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.254367167,4.573473226,sand,Unconfined Distal
0.5097,6.43E-06,43127.16959,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.191487969,4.634750957,sand,Unconfined Distal
0.5097,6.18E-06,47810.30395,Marnoso Arenacea,Basin Plain,0,1,2,-0.292685366,-5.209111014,4.679521505,sand,Unconfined Distal
0.4884,2.13E-05,5536.417323,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-4.672452356,3.743228819,sand,Unconfined Distal
0.4884,8.76E-06,9319.966557,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-5.057724195,3.969414354,sand,Unconfined Distal
0.4884,1.78E-06,13923.72576,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-5.74930378,4.143755461,sand,Unconfined Distal
0.4884,1.17E-05,18309.20329,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-4.930837402,4.262669447,sand,Unconfined Distal
0.4884,1.51E-05,21087.33384,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-4.82063961,4.324021674,sand,Unconfined Distal
0.4884,5.17E-06,24368.17374,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-5.286452437,4.386822982,sand,Unconfined Distal
0.4884,6.30E-06,26193.80239,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-5.200451474,4.418198547,sand,Unconfined Distal
0.4884,6.26E-06,28833.02642,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-5.203413024,4.45989023,sand,Unconfined Distal
0.4884,5.58E-06,33549.23377,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-5.253376761,4.525682606,sand,Unconfined Distal
0.4884,6.53E-06,39224.55762,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-5.184978929,4.593558054,sand,Unconfined Distal
0.4884,6.24E-06,43907.69198,Marnoso Arenacea,Basin Plain,0,1,2,-0.311224345,-5.204631573,4.642540609,sand,Unconfined Distal
0.3707,5.27E-05,3783.549234,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-4.278392091,3.57789939,sand,Unconfined Distal
0.3707,1.11E-05,8387.308441,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-4.9556069,3.923622614,sand,Unconfined Distal
0.3707,7.59E-06,12772.78596,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-5.1195139,4.106285635,sand,Unconfined Distal
0.3707,1.29E-05,15550.91652,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-4.888559933,4.19175599,sand,Unconfined Distal
0.3707,4.41E-07,18831.75641,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-6.355812736,4.274890828,sand,Unconfined Distal
0.3707,2.29E-06,20657.38506,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-5.639297003,4.315075345,sand,Unconfined Distal
0.3707,2.70E-06,23296.60909,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-5.569333069,4.367292712,sand,Unconfined Distal
0.3707,2.48E-06,28012.81644,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-5.605371971,4.447356776,sand,Unconfined Distal
0.3707,4.11E-06,33688.14029,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-5.386027264,4.527477037,sand,Unconfined Distal
0.3707,4.08E-06,38371.27466,Marnoso Arenacea,Basin Plain,0,1,2,-0.430977414,-5.389769478,4.584006226,sand,Unconfined Distal
0.57,2.31E-05,4603.759208,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.636170973,3.6631126,sand,Unconfined Distal
0.57,3.30E-05,8989.236729,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.481991166,3.953722818,sand,Unconfined Distal
0.57,3.40E-05,11767.36728,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.468293719,4.070679309,sand,Unconfined Distal
0.57,1.38E-05,15048.20718,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.860257413,4.177484762,sand,Unconfined Distal
0.57,1.46E-05,16873.83583,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.83504467,4.227213819,sand,Unconfined Distal
0.57,1.34E-05,19513.05986,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.871858356,4.290325377,sand,Unconfined Distal
0.57,1.11E-05,24229.26721,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.954911015,4.38434028,sand,Unconfined Distal
0.57,1.13E-05,29904.59106,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.947078223,4.475737868,sand,Unconfined Distal
0.57,1.03E-05,34587.72543,Marnoso Arenacea,Basin Plain,0,1,2,-0.244125144,-4.987838137,4.538922003,sand,Unconfined Distal
0.4636,4.33E-05,4385.477521,Marnoso Arenacea,Basin Plain,0,1,2,-0.333856573,-4.363491925,3.642016889,sand,Unconfined Distal
0.4636,4.10E-05,7163.608077,Marnoso Arenacea,Basin Plain,0,1,2,-0.333856573,-4.386932231,3.855131817,sand,Unconfined Distal
0.4636,9.69E-06,10444.44797,Marnoso Arenacea,Basin Plain,0,1,2,-0.333856573,-5.013704978,4.018885491,sand,Unconfined Distal
0.4636,1.14E-05,12270.07662,Marnoso Arenacea,Basin Plain,0,1,2,-0.333856573,-4.941789604,4.088847275,sand,Unconfined Distal
0.4636,1.04E-05,14909.30065,Marnoso Arenacea,Basin Plain,0,1,2,-0.333856573,-4.98116866,4.173457273,sand,Unconfined Distal
0.4636,8.27E-06,19625.508,Marnoso Arenacea,Basin Plain,0,1,2,-0.333856573,-5.082234882,4.292820907,sand,Unconfined Distal
0.4636,9.15E-06,25300.83185,Marnoso Arenacea,Basin Plain,0,1,2,-0.333856573,-5.038771446,4.4031348,sand,Unconfined Distal
0.4636,8.31E-06,29983.96622,Marnoso Arenacea,Basin Plain,0,1,2,-0.333856573,-5.080166801,4.47688908,sand,Unconfined Distal
0.2737,3.74E-05,2778.130556,Marnoso Arenacea,Basin Plain,0,1,2,-0.562725203,-4.426719312,3.443752651,sand,Unconfined Distal
0.2737,1.46E-05,6058.970451,Marnoso Arenacea,Basin Plain,0,1,2,-0.562725203,-4.834475215,3.782398835,sand,Unconfined Distal
0.2737,6.29E-06,7884.599102,Marnoso Arenacea,Basin Plain,0,1,2,-0.562725203,-5.20129794,3.896779616,sand,Unconfined Distal
0.2737,3.25E-06,10523.82313,Marnoso Arenacea,Basin Plain,0,1,2,-0.562725203,-5.488147434,4.02217354,sand,Unconfined Distal
0.2737,1.80E-06,15240.03048,Marnoso Arenacea,Basin Plain,0,1,2,-0.562725203,-5.743653142,4.182985836,sand,Unconfined Distal
0.2737,1.98E-06,20915.35433,Marnoso Arenacea,Basin Plain,0,1,2,-0.562725203,-5.70241713,4.320465226,sand,Unconfined Distal
0.2737,2.32E-06,25598.4887,Marnoso Arenacea,Basin Plain,0,1,2,-0.562725203,-5.634427881,4.408214326,sand,Unconfined Distal
0.1697,5.87E-05,3280.839895,Marnoso Arenacea,Basin Plain,0,1,2,-0.770318158,-4.231103323,3.515985037,sand,Unconfined Distal
0.1697,3.01E-05,5106.468546,Marnoso Arenacea,Basin Plain,0,1,2,-0.770318158,-4.521729445,3.708120661,sand,Unconfined Distal
0.1697,1.78E-05,7745.692575,Marnoso Arenacea,Basin Plain,0,1,2,-0.770318158,-4.748552213,3.889060256,sand,Unconfined Distal
0.1697,1.06E-05,12461.89992,Marnoso Arenacea,Basin Plain,0,1,2,-0.770318158,-4.976658506,4.095584259,sand,Unconfined Distal
0.1697,3.45E-06,18137.22377,Marnoso Arenacea,Basin Plain,0,1,2,-0.770318158,-5.462690794,4.258570811,sand,Unconfined Distal
0.1697,1.95E-06,22820.35814,Marnoso Arenacea,Basin Plain,0,1,2,-0.770318158,-5.708987597,4.358322456,sand,Unconfined Distal
0.3624,2.14E-05,1825.628651,Marnoso Arenacea,Basin Plain,0,1,2,-0.440811811,-4.669235685,3.261412443,sand,Unconfined Distal
0.3624,1.22E-05,4464.85268,Marnoso Arenacea,Basin Plain,0,1,2,-0.440811811,-4.913410631,3.649807134,sand,Unconfined Distal
0.3624,6.67E-06,9181.060029,Marnoso Arenacea,Basin Plain,0,1,2,-0.440811811,-5.176141405,3.962892827,sand,Unconfined Distal
0.3624,8.76E-06,14856.38388,Marnoso Arenacea,Basin Plain,0,1,2,-0.440811811,-5.057302129,4.171913113,sand,Unconfined Distal
0.3624,7.58E-06,19539.51825,Marnoso Arenacea,Basin Plain,0,1,2,-0.440811811,-5.120358793,4.290913852,sand,Unconfined Distal
0.3233,5.84E-06,2639.224028,Marnoso Arenacea,Basin Plain,0,1,2,-0.490394295,-5.233955536,3.421476257,sand,Unconfined Distal
0.3233,3.00E-06,7355.431378,Marnoso Arenacea,Basin Plain,0,1,2,-0.490394295,-5.522215874,3.866608148,sand,Unconfined Distal
0.3233,6.99E-06,13030.75523,Marnoso Arenacea,Basin Plain,0,1,2,-0.490394295,-5.15545121,4.114969587,sand,Unconfined Distal
0.3233,6.15E-06,17713.88959,Marnoso Arenacea,Basin Plain,0,1,2,-0.490394295,-5.210887436,4.248313934,sand,Unconfined Distal
0.3079,1.42E-06,4716.207349,Marnoso Arenacea,Basin Plain,0,1,2,-0.511590311,-5.847518088,3.673592891,sand,Unconfined Distal
0.3079,7.28E-06,10391.5312,Marnoso Arenacea,Basin Plain,0,1,2,-0.511590311,-5.137583666,4.016679546,sand,Unconfined Distal
0.3079,6.21E-06,15074.66557,Marnoso Arenacea,Basin Plain,0,1,2,-0.511590311,-5.206971837,4.178247686,sand,Unconfined Distal
0.3012,1.22E-05,5675.323851,Marnoso Arenacea,Basin Plain,0,1,2,-0.521145033,-4.915141558,3.753990649,sand,Unconfined Distal
0.3012,8.39E-06,10358.45822,Marnoso Arenacea,Basin Plain,0,1,2,-0.521145033,-5.076275342,4.015295119,sand,Unconfined Distal
0.2322,3.82E-06,4683.134366,Marnoso Arenacea,Basin Plain,0,1,2,-0.634137785,-5.417683588,3.670536619,sand,Unconfined Distal
0.7578,2.90E-05,2222.504445,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-4.537956771,3.346842638,mud,Unconfined Distal
0.7578,6.28E-06,6938.711794,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-5.20179236,3.841278849,mud,Unconfined Distal
0.7578,1.62E-05,10841.32377,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-4.790310553,4.035082314,mud,Unconfined Distal
0.7578,1.27E-05,16377.74109,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-4.897445249,4.214254001,mud,Unconfined Distal
0.7578,1.00E-05,20161.29032,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-4.999166954,4.304518324,mud,Unconfined Distal
0.7578,2.52E-05,24765.04953,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-4.598515437,4.393839201,mud,Unconfined Distal
0.7578,1.45E-05,29150.52705,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-4.837587947,4.464646411,mud,Unconfined Distal
0.7578,9.24E-06,31928.65761,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-5.034505887,4.50418066,mud,Unconfined Distal
0.7578,4.14E-06,35209.4975,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-5.382604535,4.546659827,mud,Unconfined Distal
0.7578,1.30E-05,37035.12615,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-4.885656902,4.568613828,mud,Unconfined Distal
0.7578,1.70E-05,39674.35018,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-4.770365715,4.598509822,mud,Unconfined Distal
0.7578,9.60E-06,44390.55753,Marnoso Arenacea,Basin Plain,0,0,2,-0.120445399,-5.017677154,4.6472906,mud,Unconfined Distal
0.6934,4.41E-06,4716.207349,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-5.355529556,3.673592891,mud,Unconfined Distal
0.6934,2.79E-05,8618.819321,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.555055616,3.935447777,mud,Unconfined Distal
0.6934,1.92E-05,14155.23664,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.716667682,4.150917134,mud,Unconfined Distal
0.6934,1.49E-05,17938.78588,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.828258826,4.253793046,mud,Unconfined Distal
0.6934,3.05E-05,22542.54509,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.515035929,4.353002947,mud,Unconfined Distal
0.6934,1.81E-05,26928.02261,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.741695656,4.430204463,mud,Unconfined Distal
0.6934,1.21E-05,29706.15316,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.917389199,4.472846416,mud,Unconfined Distal
0.6934,6.38E-06,32986.99306,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-5.195503456,4.518342729,mud,Unconfined Distal
0.6934,1.57E-05,34812.62171,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.80430553,4.541736731,mud,Unconfined Distal
0.6934,1.97E-05,37451.84574,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.705652318,4.573473226,mud,Unconfined Distal
0.6934,1.16E-05,42168.05309,Marnoso Arenacea,Basin Plain,0,0,2,-0.159016163,-4.934256006,4.62498355,mud,Unconfined Distal
0.7142,5.62E-05,3902.611972,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.250316741,3.591355372,mud,Unconfined Distal
0.7142,2.66E-05,9439.029295,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.575253612,3.974927334,mud,Unconfined Distal
0.7142,1.86E-05,13222.57853,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.731087792,4.121316155,mud,Unconfined Distal
0.7142,3.75E-05,17826.33774,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.426415716,4.25106213,mud,Unconfined Distal
0.7142,2.10E-05,22211.81526,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.676988272,4.346584053,mud,Unconfined Distal
0.7142,1.35E-05,24989.94581,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.868206641,4.397765314,mud,Unconfined Distal
0.7142,6.70E-06,28270.78571,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-5.173728664,4.451337879,mud,Unconfined Distal
0.7142,1.75E-05,30096.41436,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.757942037,4.478514757,mud,Unconfined Distal
0.7142,2.19E-05,32735.63839,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.659622818,4.515020815,mud,Unconfined Distal
0.7142,1.25E-05,37451.84574,Marnoso Arenacea,Basin Plain,0,0,2,-0.146180154,-4.901560213,4.573473226,mud,Unconfined Distal
